Champion,wr,wrdelta,avgwr,Pick Rate,Ban Rate,PBI Index,PBIno,lane,games,rank
Ambessa,47.05,-1.73,48.779999999999994,1.83,3.01,-1.0,0.5780346820809249,jungle lane,"18,908",BRONZE
Brand,50.1,-2.78,52.88,5.83,8.00,15.0,-5.39568345323741,support lane,"60,233",BRONZE
Briar,51.57,-2.34,53.91,7.33,16.81,34.0,-14.529914529914532,jungle lane,"75,838",BRONZE
Sona,49.93,-1.63,51.56,3.68,0.39,8.0,-4.9079754601226995,support lane,"38,054",BRONZE
Nilah,50.46,-2.04,52.5,1.37,1.88,4.0,-1.9607843137254901,bottom lane,"14,186",BRONZE
Naafiri,48.96,-1.89,50.85,4.29,13.88,6.0,-3.174603174603175,middle lane,"44,354",BRONZE
Miss Fortune,50.13,-2.01,52.14,25.21,12.80,70.0,-34.82587064676617,bottom lane,"260,650",BRONZE
Aurelion Sol,49.82,-2.69,52.51,2.68,1.42,6.0,-2.2304832713754648,middle lane,"27,711",BRONZE
Jax,49.67,-2.04,51.71,6.84,9.36,15.0,-7.352941176470588,jungle lane,"70,680",BRONZE
Yorick,51.03,-3.15,54.18,6.65,16.29,26.0,-8.253968253968255,top lane,"68,780",BRONZE
Viktor,49.28,-2.68,51.96,2.63,1.53,4.0,-1.4925373134328357,middle lane,"27,211",BRONZE
Xerath,49.22,-1.78,51.0,4.54,11.01,8.0,-4.49438202247191,middle lane,"46,969",BRONZE
Jarvan IV,47.62,-3.52,51.14,2.90,0.62,-0.0,0.0,jungle lane,"29,981",BRONZE
Jinx,48.19,-2.61,50.8,14.84,6.98,7.0,-2.681992337164751,bottom lane,"153,422",BRONZE
Graves,47.51,-2.47,49.98,5.05,4.00,-1.0,0.4048582995951417,jungle lane,"52,198",BRONZE
Kayle,49.39,-2.07,51.46,3.82,2.94,7.0,-3.381642512077295,top lane,"39,535",BRONZE
Zyra,49.94,-2.54,52.48,4.59,4.21,11.0,-4.330708661417323,support lane,"47,412",BRONZE
Xin Zhao,48.77,-2.41,51.18000000000001,5.21,1.33,6.0,-2.4896265560165975,jungle lane,"53,879",BRONZE
Irelia,49.13,-2.12,51.25,3.36,9.04,5.0,-2.3584905660377355,middle lane,"34,698",BRONZE
Kog'Maw,49.55,-1.84,51.39,1.32,0.48,2.0,-1.0869565217391304,bottom lane,"13,675",BRONZE
Milio,49.73,-1.83,51.559999999999995,2.77,1.26,6.0,-3.278688524590164,support lane,"28,685",BRONZE
Yasuo,48.21,-2.67,50.88,12.54,22.45,8.0,-2.9962546816479403,middle lane,"129,709",BRONZE
Nami,49.14,-2.21,51.35,5.21,1.29,7.0,-3.167420814479638,support lane,"53,917",BRONZE
Ashe,48.17,-2.18,50.35,15.47,7.75,8.0,-3.6697247706422016,bottom lane,"159,948",BRONZE
Shen,47.07,-3.04,50.11,2.28,1.20,-2.0,0.6578947368421053,top lane,"23,585",BRONZE
Ahri,47.28,-2.02,49.300000000000004,10.83,5.68,-5.0,2.4752475247524752,middle lane,"112,023",BRONZE
Viego,48.04,-2.21,50.25,10.24,10.19,4.0,-1.8099547511312217,jungle lane,"105,856",BRONZE
Dr. Mundo,49.91,-2.4,52.309999999999995,4.77,10.37,12.0,-5.0,top lane,"49,281",BRONZE
Rek'Sai,43.93,-1.55,45.48,0.63,0.40,-2.0,1.2903225806451613,jungle lane,"6,481",BRONZE
Rammus,51.43,-2.84,54.269999999999996,3.16,6.38,13.0,-4.577464788732395,jungle lane,"32,720",BRONZE
Sett,50.48,-2.16,52.64,10.15,6.24,30.0,-13.888888888888888,top lane,"104,942",BRONZE
Twitch,47.78,-2.87,50.65,4.63,9.30,0.0,-0.0,bottom lane,"47,849",BRONZE
Illaoi,50.09,-1.95,52.040000000000006,5.42,14.48,15.0,-7.6923076923076925,top lane,"56,000",BRONZE
Caitlyn,47.84,-2.82,50.660000000000004,21.97,32.04,4.0,-1.4184397163120568,bottom lane,"227,158",BRONZE
Volibear,49.33,-2.14,51.47,4.99,4.64,8.0,-3.7383177570093458,jungle lane,"51,567",BRONZE
Rell,49.36,-3.31,52.67,2.41,0.81,4.0,-1.2084592145015105,support lane,"24,961",BRONZE
Yunara,46.04,-2.26,48.3,5.27,2.28,-9.0,3.9823008849557526,bottom lane,"54,526",BRONZE
Karthus,47.55,-2.37,49.919999999999995,1.05,0.26,0.0,-0.0,jungle lane,"10,861",BRONZE
Ekko,48.11,-2.69,50.8,3.54,2.32,1.0,-0.3717472118959108,middle lane,"36,561",BRONZE
Zilean,48.31,-2.28,50.59,1.17,0.36,1.0,-0.4385964912280702,support lane,"12,128",BRONZE
Garen,49.48,-2.24,51.72,11.76,10.99,23.0,-10.267857142857142,top lane,"121,640",BRONZE
Bel'Veth,46.03,-2.18,48.21,1.07,0.76,-2.0,0.9174311926605504,jungle lane,"11,059",BRONZE
Soraka,48.98,-2.07,51.05,3.42,1.78,4.0,-1.9323671497584543,support lane,"35,340",BRONZE
Aphelios,46.96,-2.27,49.230000000000004,2.83,1.98,-2.0,0.8810572687224669,bottom lane,"29,224",BRONZE
Samira,48.39,-2.58,50.97,6.34,14.70,5.0,-1.937984496124031,bottom lane,"65,562",BRONZE
Draven,45.18,-2.62,47.8,2.70,6.66,-7.0,2.6717557251908395,bottom lane,"27,907",BRONZE
Ornn,48.6,-2.23,50.83,2.69,0.65,2.0,-0.8968609865470852,top lane,"27,819",BRONZE
Amumu,50.87,-2.57,53.44,5.76,3.71,19.0,-7.392996108949417,jungle lane,"59,554",BRONZE
Kayn,48.19,-1.94,50.129999999999995,9.68,6.25,5.0,-2.577319587628866,jungle lane,"100,059",BRONZE
Jhin,47.17,-2.69,49.86,14.48,5.59,-8.0,2.9739776951672865,bottom lane,"149,704",BRONZE
Ziggs,49.6,-1.51,51.11,2.06,1.16,4.0,-2.6490066225165565,bottom lane,"21,291",BRONZE
Leona,49.89,-2.62,52.51,8.74,9.97,21.0,-8.015267175572518,support lane,"90,373",BRONZE
Hecarim,43.07,-1.85,44.92,1.69,0.60,-8.0,4.324324324324324,jungle lane,"17,455",BRONZE
Kled,48.61,-3.39,52.0,1.00,0.76,1.0,-0.2949852507374631,top lane,"10,314",BRONZE
Vayne,47.22,-2.94,50.16,6.07,10.85,-3.0,1.0204081632653061,bottom lane,"62,795",BRONZE
Master Yi,48.6,-2.2,50.800000000000004,13.90,24.27,16.0,-7.2727272727272725,jungle lane,"143,711",BRONZE
Anivia,47.64,-2.52,50.160000000000004,1.68,1.23,0.0,-0.0,middle lane,"17,390",BRONZE
Janna,47.46,-2.25,49.71,0.92,0.15,0.0,-0.0,support lane,"9,546",BRONZE
Nocturne,49.0,-2.39,51.39,9.66,13.15,14.0,-5.857740585774058,jungle lane,"99,891",BRONZE
Heimerdinger,49.62,-1.84,51.46,3.23,8.98,7.0,-3.8043478260869565,top lane,"33,384",BRONZE
Ezreal,44.65,-2.71,47.36,10.91,5.48,-35.0,12.915129151291513,bottom lane,"112,839",BRONZE
Kassadin,46.21,-2.86,49.07,1.13,0.61,-2.0,0.6993006993006994,middle lane,"11,706",BRONZE
Corki,43.92,-2.65,46.57,1.08,0.32,-4.0,1.509433962264151,bottom lane,"11,135",BRONZE
Poppy,48.47,-1.96,50.43,1.40,0.65,1.0,-0.5102040816326531,support lane,"14,453",BRONZE
Akali,46.21,-1.84,48.050000000000004,9.03,16.24,-16.0,8.695652173913043,middle lane,"93,404",BRONZE
Nautilus,47.5,-2.63,50.13,10.24,11.51,-3.0,1.1406844106463878,support lane,"105,926",BRONZE
Kindred,45.36,-2.02,47.38,2.54,0.62,-6.0,2.9702970297029703,jungle lane,"26,255",BRONZE
Smolder,48.97,-2.65,51.62,6.40,3.27,8.0,-3.018867924528302,bottom lane,"66,180",BRONZE
Swain,48.53,-3.21,51.74,6.01,8.30,5.0,-1.557632398753894,support lane,"62,190",BRONZE
Kai'Sa,46.13,-2.53,48.660000000000004,9.70,2.18,-16.0,6.32411067193676,bottom lane,"100,307",BRONZE
Aatrox,44.87,-1.94,46.809999999999995,3.74,5.99,-11.0,5.670103092783505,top lane,"38,696",BRONZE
Lillia,48.87,-2.64,51.51,3.17,2.14,4.0,-1.5151515151515151,jungle lane,"32,769",BRONZE
Lucian,44.19,-2.74,46.93,4.65,1.47,-17.0,6.204379562043795,bottom lane,"48,056",BRONZE
Wukong,48.2,-2.16,50.36,2.21,0.48,1.0,-0.4629629629629629,jungle lane,"22,861",BRONZE
Jayce,43.5,-2.14,45.64,1.43,0.90,-6.0,2.803738317757009,top lane,"14,813",BRONZE
Kalista,45.05,-1.9,46.949999999999996,1.21,0.45,-3.0,1.5789473684210527,bottom lane,"12,474",BRONZE
Sylas,45.74,-1.99,47.730000000000004,6.34,9.68,-14.0,7.035175879396985,middle lane,"65,533",BRONZE
Thresh,46.51,-2.41,48.92,7.47,2.81,-9.0,3.734439834024896,support lane,"77,194",BRONZE
Xayah,47.08,-2.38,49.46,2.93,0.62,-2.0,0.8403361344537815,bottom lane,"30,291",BRONZE
Elise,44.71,-3.14,47.85,0.73,0.33,-2.0,0.6369426751592356,jungle lane,"7,549",BRONZE
Sivir,46.79,-2.34,49.129999999999995,2.88,1.55,-3.0,1.2820512820512822,bottom lane,"29,749",BRONZE
Nunu & Willump,45.89,-1.88,47.77,2.16,0.57,-4.0,2.127659574468085,jungle lane,"22,282",BRONZE
Gangplank,46.51,-2.6,49.11,1.73,1.27,-2.0,0.7692307692307692,top lane,"17,855",BRONZE
Maokai,49.53,-2.53,52.06,2.81,0.44,5.0,-1.9762845849802373,support lane,"29,045",BRONZE
Hwei,48.33,-2.43,50.76,2.47,1.08,2.0,-0.8230452674897119,middle lane,"25,562",BRONZE
Zac,46.14,-2.81,48.95,1.55,0.43,-2.0,0.7117437722419929,jungle lane,"16,017",BRONZE
Zeri,46.53,-1.49,48.02,1.11,0.18,-1.0,0.6711409395973155,bottom lane,"11,500",BRONZE
Rakan,46.88,-1.65,48.53,2.07,0.32,-2.0,1.2121212121212122,support lane,"21,422",BRONZE
Urgot,49.46,-2.16,51.620000000000005,3.32,2.16,6.0,-2.7777777777777777,top lane,"34,349",BRONZE
Tristana,46.45,-2.19,48.64,7.99,4.27,-11.0,5.0228310502283104,bottom lane,"82,640",BRONZE
Talon,44.92,-2.35,47.27,2.36,1.02,-7.0,2.978723404255319,middle lane,"24,352",BRONZE
Riven,42.61,-2.53,45.14,1.75,0.50,-9.0,3.557312252964427,top lane,"18,080",BRONZE
Varus,44.2,-1.86,46.06,4.15,1.97,-15.0,8.064516129032258,bottom lane,"42,943",BRONZE
Lulu,45.78,-2.57,48.35,3.44,2.02,-7.0,2.7237354085603114,support lane,"35,614",BRONZE
Warwick,48.95,-1.08,50.03,9.43,9.05,13.0,-12.037037037037036,jungle lane,"97,480",BRONZE
Pantheon,46.87,-2.45,49.32,5.13,2.64,-4.0,1.6326530612244896,support lane,"53,068",BRONZE
Zaahen,46.28,-2.45,48.730000000000004,2.24,3.15,-3.0,1.2244897959183672,top lane,"23,199",BRONZE
Lee Sin,44.51,-2.21,46.72,6.98,8.09,-24.0,10.85972850678733,jungle lane,"72,206",BRONZE
Fiora,45.07,-2.36,47.43,2.30,1.81,-6.0,2.5423728813559325,top lane,"23,825",BRONZE
Qiyana,42.89,-2.01,44.9,1.10,0.26,-5.0,2.4875621890547266,middle lane,"11,404",BRONZE
Seraphine,49.26,-1.59,50.85,13.91,4.84,23.0,-14.465408805031446,support lane,"143,816",BRONZE
Twisted Fate,45.76,-2.83,48.589999999999996,1.76,0.25,-3.0,1.0600706713780919,middle lane,"18,159",BRONZE
Karma,46.75,-2.57,49.32,3.04,1.64,-3.0,1.1673151750972763,support lane,"31,447",BRONZE
Darius,44.81,-2.41,47.22,9.40,18.03,-33.0,13.692946058091286,top lane,"97,236",BRONZE
Bard,45.95,-2.01,47.96,1.64,0.62,-3.0,1.492537313432836,support lane,"16,924",BRONZE
Diana,48.83,-1.86,50.69,5.10,6.25,6.0,-3.225806451612903,middle lane,"52,764",BRONZE
Syndra,46.97,-2.95,49.92,2.12,1.63,-2.0,0.6779661016949152,middle lane,"21,971",BRONZE
Vladimir,45.86,-2.98,48.839999999999996,1.73,2.38,-3.0,1.0067114093959733,middle lane,"17,855",BRONZE
Evelynn,45.35,-1.86,47.21,2.22,1.33,-5.0,2.6881720430107525,jungle lane,"22,905",BRONZE
Quinn,46.77,-1.96,48.730000000000004,1.73,1.37,-2.0,1.0204081632653061,top lane,"17,846",BRONZE
Malphite,48.64,-1.73,50.37,6.37,12.70,7.0,-4.046242774566474,top lane,"65,853",BRONZE
Nidalee,39.92,-1.81,41.730000000000004,0.85,0.25,-7.0,3.867403314917127,jungle lane,"8,768",BRONZE
Alistar,46.47,-3.16,49.629999999999995,2.02,0.86,-3.0,0.9493670886075949,support lane,"20,906",BRONZE
Trundle,48.21,-2.65,50.86,2.53,1.12,1.0,-0.37735849056603776,top lane,"26,158",BRONZE
Lux,48.9,-2.27,51.17,20.42,24.37,32.0,-14.09691629955947,support lane,"211,178",BRONZE
LeBlanc,46.4,-2.1,48.5,3.31,10.20,-5.0,2.380952380952381,middle lane,"34,251",BRONZE
Mordekaiser,49.44,-2.06,51.5,11.55,18.57,24.0,-11.650485436893204,top lane,"119,393",BRONZE
Neeko,46.64,-1.66,48.3,4.05,1.95,-4.0,2.4096385542168677,support lane,"41,878",BRONZE
Olaf,47.35,-2.6,49.95,2.31,1.50,-1.0,0.3846153846153846,top lane,"23,844",BRONZE
Rengar,41.02,-1.57,42.59,2.27,1.20,-15.0,9.554140127388534,jungle lane,"23,461",BRONZE
Vel'Koz,48.85,-2.41,51.260000000000005,3.36,1.74,4.0,-1.6597510373443982,support lane,"34,756",BRONZE
Akshan,46.02,-1.94,47.96,1.68,1.36,-3.0,1.5463917525773196,middle lane,"17,391",BRONZE
Fiddlesticks,47.16,-2.31,49.47,1.97,0.68,-1.0,0.4329004329004329,jungle lane,"20,407",BRONZE
Rumble,44.34,-3.03,47.370000000000005,1.38,0.51,-5.0,1.6501650165016504,top lane,"14,249",BRONZE
Kha'Zix,42.78,-2.63,45.410000000000004,3.24,1.86,-16.0,6.083650190114069,jungle lane,"33,544",BRONZE
Morgana,49.3,-2.19,51.489999999999995,12.95,26.06,28.0,-12.785388127853881,support lane,"133,857",BRONZE
Sejuani,47.82,-2.7,50.52,1.84,0.24,0.0,-0.0,jungle lane,"19,046",BRONZE
Lissandra,46.65,-3.38,50.03,2.22,1.29,-2.0,0.591715976331361,middle lane,"22,936",BRONZE
Zed,45.0,-2.69,47.69,6.51,18.41,-22.0,8.178438661710038,middle lane,"67,293",BRONZE
Ivern,43.53,-1.49,45.02,0.64,0.23,-3.0,2.0134228187919465,jungle lane,"6,626",BRONZE
Shaco,45.79,-2.35,48.14,6.12,31.73,-17.0,7.234042553191489,jungle lane,"63,273",BRONZE
Tahm Kench,47.74,-2.37,50.11,4.63,6.19,0.0,-0.0,support lane,"47,903",BRONZE
Cho'Gath,46.91,-2.7,49.61,3.33,1.47,-3.0,1.111111111111111,top lane,"34,401",BRONZE
Skarner,45.62,-1.75,47.37,0.64,0.16,-1.0,0.5714285714285714,jungle lane,"6,624",BRONZE
Pyke,45.47,-2.01,47.48,6.64,15.30,-18.0,8.955223880597016,support lane,"68,632",BRONZE
Yone,48.48,-2.06,50.54,10.05,8.95,8.0,-3.883495145631068,middle lane,"103,926",BRONZE
Fizz,48.73,-2.5,51.23,6.24,12.50,7.0,-2.8,middle lane,"64,557",BRONZE
K'Sante,42.13,-1.64,43.77,1.86,0.99,-11.0,6.707317073170732,top lane,"19,247",BRONZE
Tryndamere,48.36,-2.37,50.73,4.40,3.79,3.0,-1.2658227848101264,top lane,"45,468",BRONZE
Udyr,45.38,-2.22,47.6,1.35,0.44,-3.0,1.3513513513513513,jungle lane,"13,974",BRONZE
Blitzcrank,47.74,-1.81,49.550000000000004,7.14,15.88,0.0,-0.0,support lane,"73,856",BRONZE
Katarina,45.66,-2.59,48.25,4.49,5.77,-10.0,3.8610038610038613,middle lane,"46,420",BRONZE
Vi,47.01,-3.28,50.29,4.30,0.83,-3.0,0.9146341463414634,jungle lane,"44,505",BRONZE
Aurora,45.91,-2.21,48.12,2.62,1.69,-5.0,2.262443438914027,middle lane,"27,052",BRONZE
Annie,46.18,-2.62,48.8,2.00,1.00,-3.0,1.1450381679389312,middle lane,"20,717",BRONZE
Galio,48.13,-2.38,50.510000000000005,3.46,1.90,1.0,-0.42016806722689076,middle lane,"35,814",BRONZE
Zoe,44.4,-2.06,46.46,2.87,2.54,-10.0,4.854368932038835,middle lane,"29,721",BRONZE
Senna,45.82,-2.5,48.32,4.37,1.14,-8.0,3.2,support lane,"45,231",BRONZE
Kennen,44.36,-2.38,46.74,1.48,1.00,-5.0,2.100840336134454,top lane,"15,350",BRONZE
Teemo,49.28,-2.06,51.34,8.63,21.35,17.0,-8.252427184466018,top lane,"89,247",BRONZE
Yuumi,45.79,2.5,43.29,4.46,2.61,-9.0,-3.6,support lane,"46,110",BRONZE
Nasus,48.71,-2.58,51.29,5.90,4.95,6.0,-2.3255813953488373,top lane,"61,046",BRONZE
Braum,47.46,-2.41,49.870000000000005,3.11,2.01,-1.0,0.41493775933609955,support lane,"32,166",BRONZE
Taliyah,42.29,-1.16,43.449999999999996,0.64,0.11,-3.0,2.586206896551724,middle lane,"6,617",BRONZE
Renata Glasc,47.2,-2.52,49.720000000000006,0.65,0.17,0.0,-0.0,support lane,"6,726",BRONZE
Orianna,44.71,-3.39,48.1,2.27,0.58,-7.0,2.0648967551622417,middle lane,"23,491",BRONZE
Ryze,44.54,-2.78,47.32,1.86,0.44,-6.0,2.1582733812949644,middle lane,"19,232",BRONZE
Cassiopeia,44.61,-2.72,47.33,1.09,0.76,-3.0,1.102941176470588,middle lane,"11,237",BRONZE
Renekton,47.4,-2.38,49.78,4.43,2.59,-1.0,0.42016806722689076,top lane,"45,758",BRONZE
Vex,47.89,-1.7,49.59,5.11,4.94,1.0,-0.5882352941176471,middle lane,"52,826",BRONZE
Gwen,44.21,-1.72,45.93,2.60,2.01,-9.0,5.232558139534884,top lane,"26,893",BRONZE
Gnar,45.0,-2.71,47.71,2.25,0.71,-6.0,2.2140221402214024,top lane,"23,255",BRONZE
Camille,42.15,-2.48,44.629999999999995,0.96,0.43,-5.0,2.0161290322580645,top lane,"9,947",BRONZE
Mel,46.19,-1.99,48.18,7.82,44.51,-22.0,11.055276381909549,middle lane,"80,849",BRONZE
Azir,42.49,-1.94,44.43,1.68,0.51,-9.0,4.639175257731959,middle lane,"17,319",BRONZE
Gragas,41.38,-2.4,43.78,0.91,0.23,-6.0,2.5,top lane,"9,420",BRONZE
Jarvan IV,43.09,-7.58,50.67,2.22,0.55,2.0,-0.2638522427440633,jungle lane,"5,212",IRON
Karthus,44.17,-7.96,52.13,1.05,0.27,2.0,-0.25125628140703515,jungle lane,"2,463",IRON
Jinx,41.55,-8.53,50.08,14.28,7.82,-10.0,1.1723329425556859,bottom lane,"33,608",IRON
Ambessa,39.78,-10.43,50.21,1.86,2.44,-5.0,0.4793863854266539,jungle lane,"4,371",IRON
Kog'Maw,44.58,-8.03,52.61,1.30,0.50,3.0,-0.3735990037359901,bottom lane,"3,062",IRON
Ashe,43.14,-7.11,50.25,16.82,8.77,18.0,-2.531645569620253,bottom lane,"39,579",IRON
Elise,41.05,-11.92,52.97,0.52,0.29,-1.0,0.08389261744966443,jungle lane,"1,223",IRON
Rek'Sai,37.28,-5.6,42.88,0.66,0.38,-3.0,0.5357142857142857,jungle lane,"1,556",IRON
Yunara,41.01,-6.92,47.93,5.95,2.09,-7.0,1.0115606936416186,bottom lane,"14,007",IRON
Xin Zhao,43.95,-7.45,51.400000000000006,5.87,1.35,11.0,-1.4765100671140938,jungle lane,"13,812",IRON
Nilah,43.15,-10.01,53.16,1.44,1.48,1.0,-0.0999000999000999,bottom lane,"3,395",IRON
Naafiri,43.69,-6.52,50.209999999999994,5.38,12.82,9.0,-1.3803680981595092,middle lane,"12,652",IRON
Corki,40.79,-9.96,50.75,0.81,0.34,-1.0,0.1004016064257028,bottom lane,"1,910",IRON
Nami,45.13,-7.3,52.43,4.24,1.02,13.0,-1.7808219178082192,support lane,"9,971",IRON
Kassadin,42.28,-6.56,48.84,0.86,0.52,0.0,-0.0,middle lane,"2,020",IRON
Caitlyn,42.61,-8.04,50.65,18.81,32.25,12.0,-1.492537313432836,bottom lane,"44,258",IRON
Shen,42.57,-8.37,50.94,1.55,0.93,1.0,-0.11947431302270013,top lane,"3,655",IRON
Graves,40.11,-10.09,50.2,3.77,3.11,-8.0,0.7928642220019821,jungle lane,"8,864",IRON
Sion,45.75,-8.19,53.94,2.38,1.20,9.0,-1.098901098901099,top lane,"5,609",IRON
Twitch,42.24,-8.02,50.260000000000005,4.53,10.24,0.0,-0.0,bottom lane,"10,656",IRON
Hecarim,38.54,-7.24,45.78,1.93,0.60,-7.0,0.9668508287292817,jungle lane,"4,551",IRON
Singed,45.97,-7.34,53.31,1.40,0.97,5.0,-0.6811989100817439,top lane,"3,300",IRON
Shyvana,46.9,-8.18,55.08,6.80,6.52,34.0,-4.156479217603912,jungle lane,"16,012",IRON
Ekko,43.01,-7.64,50.65,3.07,2.56,3.0,-0.39267015706806285,middle lane,"7,233",IRON
Rell,46.47,-6.2,52.67,2.00,0.80,9.0,-1.4516129032258065,support lane,"4,698",IRON
Taric,45.68,-5.63,51.31,1.03,0.35,4.0,-0.7104795737122558,support lane,"2,417",IRON
Aurelion Sol,45.14,-6.93,52.07,2.48,1.52,7.0,-1.0101010101010102,middle lane,"5,829",IRON
Jhin,42.32,-8.25,50.57,12.35,6.27,2.0,-0.24242424242424243,bottom lane,"29,058",IRON
Nautilus,44.36,-6.56,50.92,9.38,10.32,23.0,-3.50609756097561,support lane,"22,068",IRON
Viktor,43.48,-9.37,52.849999999999994,1.92,1.23,3.0,-0.32017075773746,middle lane,"4,524",IRON
Draven,39.75,-8.66,48.41,2.44,5.68,-6.0,0.6928406466512702,bottom lane,"5,753",IRON
Viego,41.68,-8.4,50.08,10.90,9.70,-6.0,0.7142857142857143,jungle lane,"25,645",IRON
Ahri,41.49,-7.52,49.010000000000005,11.82,6.27,-9.0,1.196808510638298,middle lane,"27,804",IRON
Bel'Veth,38.95,-10.85,49.800000000000004,0.96,0.74,-3.0,0.2764976958525346,jungle lane,"2,257",IRON
Aphelios,40.82,-6.68,47.5,2.85,2.01,-4.0,0.5988023952095809,bottom lane,"6,713",IRON
Jax,44.38,-8.61,52.99,7.98,9.71,20.0,-2.3228803716608595,jungle lane,"18,788",IRON
Vayne,41.96,-8.3,50.260000000000005,4.97,10.51,-1.0,0.12048192771084336,bottom lane,"11,691",IRON
Skarner,43.43,-6.84,50.269999999999996,0.60,0.15,1.0,-0.14619883040935672,jungle lane,"1,407",IRON
Kai'Sa,41.26,-6.99,48.25,9.10,2.33,-8.0,1.144492131616595,bottom lane,"21,404",IRON
Wukong,43.6,-8.53,52.13,2.40,0.54,3.0,-0.3516998827667058,jungle lane,"5,647",IRON
Ezreal,40.05,-6.85,46.9,8.65,5.50,-19.0,2.7737226277372264,bottom lane,"20,354",IRON
Yasuo,42.16,-10.08,52.239999999999995,12.22,22.35,0.0,-0.0,middle lane,"28,762",IRON
Milio,45.29,-5.85,51.14,2.52,0.77,8.0,-1.3675213675213675,support lane,"5,940",IRON
Miss Fortune,44.54,-7.99,52.53,29.03,15.89,82.0,-10.262828535669586,bottom lane,"68,319",IRON
Zilean,43.07,-7.03,50.1,0.94,0.31,1.0,-0.14224751066856328,support lane,"2,222",IRON
Poppy,44.55,-9.3,53.849999999999994,1.25,0.53,3.0,-0.3225806451612903,support lane,"2,947",IRON
Ziggs,43.42,-5.39,48.81,2.59,1.41,3.0,-0.5565862708719852,bottom lane,"6,094",IRON
Xerath,42.93,-6.55,49.48,4.71,10.91,4.0,-0.6106870229007634,middle lane,"11,090",IRON
Kindred,38.93,-7.58,46.51,2.69,0.60,-9.0,1.187335092348285,jungle lane,"6,322",IRON
Thresh,41.83,-8.18,50.01,5.99,2.39,-2.0,0.24449877750611249,support lane,"14,106",IRON
Talon,39.85,-9.1,48.95,2.20,1.05,-5.0,0.5494505494505495,middle lane,"5,185",IRON
Lucian,38.52,-8.21,46.730000000000004,3.65,1.30,-13.0,1.5834348355663823,bottom lane,"8,596",IRON
Twisted Fate,40.7,-7.03,47.730000000000004,1.35,0.25,-2.0,0.28449502133712656,middle lane,"3,167",IRON
Sona,44.3,-7.1,51.4,3.65,0.44,8.0,-1.1267605633802817,support lane,"8,584",IRON
Soraka,43.74,-6.82,50.56,2.64,1.36,4.0,-0.5865102639296187,support lane,"6,203",IRON
Zac,40.4,-6.73,47.129999999999995,1.31,0.36,-2.0,0.2971768202080238,jungle lane,"3,079",IRON
Ornn,43.33,-6.76,50.089999999999996,2.27,0.57,3.0,-0.4437869822485207,top lane,"5,333",IRON
Brand,45.29,-8.1,53.39,5.10,7.49,17.0,-2.0987654320987654,support lane,"11,999",IRON
Lillia,44.32,-8.79,53.11,2.86,1.90,6.0,-0.6825938566552902,jungle lane,"6,740",IRON
Smolder,42.77,-10.1,52.870000000000005,5.18,2.54,3.0,-0.297029702970297,bottom lane,"12,191",IRON
Nocturne,43.72,-6.36,50.08,9.81,11.83,17.0,-2.6729559748427674,jungle lane,"23,085",IRON
Jayce,37.54,-8.02,45.56,1.12,0.77,-5.0,0.6234413965087282,top lane,"2,624",IRON
Qiyana,37.63,-5.18,42.81,1.14,0.24,-5.0,0.9652509652509653,middle lane,"2,676",IRON
Samira,40.7,-9.52,50.22,5.80,14.42,-10.0,1.050420168067227,bottom lane,"13,649",IRON
Swain,44.16,-8.74,52.9,4.79,8.55,10.0,-1.1441647597254003,support lane,"11,279",IRON
Kayn,41.6,-8.74,50.34,10.41,6.25,-6.0,0.6864988558352403,jungle lane,"24,501",IRON
Hwei,44.03,-6.21,50.24,2.46,0.96,5.0,-0.8051529790660226,middle lane,"5,796",IRON
Kayle,41.89,-7.25,49.14,3.90,2.81,-1.0,0.13793103448275862,top lane,"9,179",IRON
Rakan,41.53,-7.66,49.19,1.84,0.33,-1.0,0.13054830287206265,support lane,"4,322",IRON
Xayah,41.18,-7.77,48.95,3.01,0.64,-3.0,0.3861003861003861,bottom lane,"7,093",IRON
Sylas,40.09,-8.44,48.53,6.50,9.23,-15.0,1.7772511848341233,middle lane,"15,302",IRON
Master Yi,41.99,-8.89,50.88,16.98,25.44,-4.0,0.44994375703037115,jungle lane,"39,945",IRON
Akali,40.27,-7.42,47.690000000000005,9.97,16.16,-23.0,3.0997304582210243,middle lane,"23,462",IRON
Lulu,40.99,-7.59,48.58,2.67,1.17,-3.0,0.3952569169960474,support lane,"6,275",IRON
Sivir,40.06,-7.19,47.25,2.76,1.42,-6.0,0.8344923504867872,bottom lane,"6,486",IRON
Rumble,40.55,-6.64,47.19,1.11,0.47,-2.0,0.30120481927710846,top lane,"2,614",IRON
Riven,36.36,-6.6,42.96,1.71,0.44,-10.0,1.5151515151515151,top lane,"4,018",IRON
Kalista,37.19,-9.57,46.76,1.07,0.52,-5.0,0.522466039707419,bottom lane,"2,509",IRON
Veigar,44.81,-8.53,53.34,9.50,8.61,27.0,-3.165298944900352,middle lane,"22,357",IRON
Nidalee,34.45,-10.15,44.6,0.70,0.23,-5.0,0.49261083743842365,jungle lane,"1,643",IRON
Yorick,46.76,-8.11,54.87,5.26,16.05,29.0,-3.5758323057953145,top lane,"12,378",IRON
Alistar,42.38,-8.99,51.370000000000005,1.53,0.72,0.0,-0.0,support lane,"3,598",IRON
Volibear,43.52,-7.59,51.11,5.79,4.79,8.0,-1.0540184453227932,jungle lane,"13,615",IRON
