Champion,wr,wrdelta,avgwr,Pick Rate,Ban Rate,PBI Index,PBIno,lane,games,rank
Nunu & Willump,53.38,3.18,50.2,3.72,1.38,3.0,0.9433962264150942,jungle lane,"1,036",G.MASTER
Milio,50.35,1.61,48.74,4.14,3.10,-10.0,-6.211180124223602,support lane,"1,152",G.MASTER
Zyra,55.98,3.13,52.849999999999994,2.34,3.25,8.0,2.5559105431309903,jungle lane,652,G.MASTER
Camille,54.17,2.36,51.81,3.54,0.88,5.0,2.1186440677966103,top lane,984,G.MASTER
Braum,51.93,1.23,50.7,5.32,9.47,-4.0,-3.252032520325203,support lane,"1,479",G.MASTER
Olaf,54.26,4.17,50.089999999999996,2.40,2.05,4.0,0.9592326139088729,top lane,669,G.MASTER
Malzahar,52.99,5.74,47.25,3.67,2.75,1.0,0.17421602787456444,middle lane,"1,021",G.MASTER
Zac,54.15,2.58,51.57,2.56,1.90,4.0,1.5503875968992247,jungle lane,711,G.MASTER
Kalista,53.95,4.77,49.18000000000001,2.41,0.48,3.0,0.628930817610063,bottom lane,671,G.MASTER
Vladimir,51.59,1.59,50.0,4.17,5.36,-5.0,-3.144654088050314,middle lane,"1,161",G.MASTER
Sion,51.47,4.31,47.16,5.62,1.14,-7.0,-1.6241299303944317,top lane,"1,564",G.MASTER
Sivir,53.13,3.09,50.040000000000006,5.05,3.70,2.0,0.6472491909385114,bottom lane,"1,406",G.MASTER
Zilean,48.35,-1.33,49.68,1.74,1.66,-8.0,6.015037593984962,support lane,484,G.MASTER
Tryndamere,56.21,2.22,53.99,1.27,1.63,5.0,2.252252252252252,top lane,354,G.MASTER
Skarner,58.16,5.34,52.81999999999999,1.21,0.30,7.0,1.3108614232209739,jungle lane,337,G.MASTER
Kog'Maw,53.02,-1.18,54.2,1.84,0.34,1.0,-0.8474576271186441,bottom lane,513,G.MASTER
Syndra,51.46,3.32,48.14,5.44,3.23,-7.0,-2.108433734939759,middle lane,"1,512",G.MASTER
Tahm Kench,51.08,1.6,49.48,0.83,0.41,-1.0,-0.625,support lane,231,G.MASTER
Swain,51.7,-3.01,54.71,1.91,1.07,-2.0,0.6644518272425249,bottom lane,530,G.MASTER
Darius,50.55,2.08,48.47,4.54,10.51,-11.0,-5.288461538461538,top lane,"1,262",G.MASTER
Ivern,55.04,3.26,51.78,1.78,0.73,4.0,1.2269938650306749,jungle lane,496,G.MASTER
Miss Fortune,51.25,2.49,48.76,3.73,0.26,-5.0,-2.008032128514056,bottom lane,"1,038",G.MASTER
Karthus,53.48,2.24,51.239999999999995,2.12,5.02,2.0,0.8928571428571428,jungle lane,589,G.MASTER
Taliyah,52.77,3.14,49.63,2.72,1.00,0.0,0.0,middle lane,758,G.MASTER
Yuumi,49.69,3.7,45.989999999999995,3.52,11.45,-12.0,-3.243243243243243,support lane,980,G.MASTER
Smolder,51.91,3.8,48.11,5.17,3.28,-4.0,-1.0526315789473684,bottom lane,"1,437",G.MASTER
Urgot,54.53,3.23,51.300000000000004,1.98,0.86,4.0,1.238390092879257,top lane,552,G.MASTER
Fiddlesticks,54.46,4.05,50.410000000000004,2.66,2.30,5.0,1.234567901234568,jungle lane,740,G.MASTER
Orianna,51.3,-0.55,51.849999999999994,6.92,3.38,-10.0,18.18181818181818,middle lane,"1,926",G.MASTER
Gragas,53.43,0.93,52.5,2.46,0.68,2.0,2.150537634408602,top lane,685,G.MASTER
Renata Glasc,51.55,-0.24,51.79,0.58,0.14,-1.0,4.166666666666667,support lane,161,G.MASTER
Morgana,49.18,5.68,43.5,1.31,5.71,-5.0,-0.8802816901408451,support lane,364,G.MASTER
Zaahen,51.05,3.88,47.169999999999995,3.59,3.59,-6.0,-1.5463917525773196,top lane,999,G.MASTER
Warwick,53.81,10.22,43.59,0.71,0.36,1.0,0.09784735812133072,top lane,197,G.MASTER
Rammus,56.63,5.98,50.650000000000006,0.60,1.59,2.0,0.33444816053511706,jungle lane,166,G.MASTER
Cassiopeia,53.13,0.51,52.620000000000005,1.66,2.12,1.0,1.9607843137254901,middle lane,463,G.MASTER
Zeri,51.55,1.95,49.599999999999994,1.74,0.16,-2.0,-1.0256410256410258,bottom lane,485,G.MASTER
Lillia,51.46,4.78,46.68,3.44,1.55,-4.0,-0.8368200836820083,jungle lane,956,G.MASTER
Malphite,50.89,1.54,49.35,5.26,15.66,-11.0,-7.142857142857142,top lane,"1,464",G.MASTER
Varus,48.07,3.0,45.07,4.93,3.90,-24.0,-8.0,bottom lane,"1,371",G.MASTER
Pantheon,48.45,1.04,47.410000000000004,3.35,1.72,-14.0,-13.461538461538462,jungle lane,933,G.MASTER
Sett,53.89,-0.64,54.53,1.80,1.08,2.0,-3.125,top lane,501,G.MASTER
Aurora,50.82,0.82,50.0,6.32,3.66,-12.0,-14.634146341463415,middle lane,"1,759",G.MASTER
Heimerdinger,53.85,1.97,51.88,0.75,1.10,1.0,0.5076142131979695,top lane,208,G.MASTER
Shyvana,49.16,2.4,46.76,2.14,3.16,-8.0,-3.3333333333333335,jungle lane,596,G.MASTER
Hwei,51.42,1.52,49.9,4.80,1.63,-6.0,-3.9473684210526314,middle lane,"1,336",G.MASTER
Galio,51.71,1.62,50.09,5.69,2.31,-6.0,-3.7037037037037033,middle lane,"1,582",G.MASTER
Vayne,50.15,-1.37,51.519999999999996,6.09,10.82,-17.0,12.40875912408759,top lane,"1,695",G.MASTER
Udyr,52.58,2.14,50.44,1.39,1.60,0.0,0.0,jungle lane,388,G.MASTER
Volibear,51.33,2.6,48.73,1.35,0.84,-2.0,-0.7692307692307692,top lane,376,G.MASTER
Nasus,52.94,6.56,46.379999999999995,1.83,2.42,1.0,0.1524390243902439,top lane,510,G.MASTER
Vex,52.81,-0.35,53.160000000000004,2.94,2.12,0.0,-0.0,middle lane,818,G.MASTER
Ryze,50.75,3.01,47.74,6.23,2.03,-12.0,-3.98671096345515,middle lane,"1,734",G.MASTER
Wukong,49.65,4.27,45.379999999999995,1.53,0.67,-5.0,-1.1709601873536302,jungle lane,427,G.MASTER
Mordekaiser,51.33,5.68,45.65,3.11,2.62,-4.0,-0.7042253521126761,top lane,865,G.MASTER
Fizz,50.84,1.89,48.95,2.35,1.92,-4.0,-2.1164021164021167,middle lane,653,G.MASTER
Renekton,50.89,4.33,46.56,5.88,5.53,-11.0,-2.540415704387991,top lane,"1,637",G.MASTER
Vi,50.68,2.31,48.37,3.43,0.95,-7.0,-3.0303030303030303,jungle lane,953,G.MASTER
Diana,50.16,1.48,48.68,3.40,3.13,-9.0,-6.081081081081082,middle lane,947,G.MASTER
Sejuani,48.13,6.62,41.510000000000005,0.77,0.09,-3.0,-0.45317220543806647,jungle lane,214,G.MASTER
Teemo,52.06,1.21,50.85,1.92,1.39,-1.0,-0.8264462809917356,top lane,534,G.MASTER
Yone,48.07,1.05,47.02,5.04,2.63,-24.0,-22.857142857142858,middle lane,"1,402",G.MASTER
Yorick,50.75,2.0,48.75,1.69,2.93,-3.0,-1.5,top lane,469,G.MASTER
Amumu,44.53,3.29,41.24,0.46,0.46,-4.0,-1.21580547112462,jungle lane,128,G.MASTER
Illaoi,51.63,4.99,46.64,0.88,1.13,-1.0,-0.2004008016032064,top lane,246,G.MASTER
Lux,49.01,1.1,47.91,1.99,1.69,-7.0,-6.363636363636363,middle lane,553,G.MASTER
Gwen,47.52,-0.67,48.190000000000005,2.39,3.95,-13.0,19.402985074626866,top lane,665,G.MASTER
Kled,50.14,0.87,49.27,1.30,0.66,-3.0,-3.4482758620689657,top lane,363,G.MASTER
Trundle,50.0,-9.29,59.29,0.46,0.16,-1.0,0.10764262648008613,top lane,128,G.MASTER
Azir,49.78,4.3,45.480000000000004,3.29,0.61,-10.0,-2.3255813953488373,middle lane,916,G.MASTER
Mel,45.87,2.32,43.55,3.27,30.43,-32.0,-13.793103448275863,middle lane,909,G.MASTER
Dr. Mundo,49.16,0.82,48.339999999999996,2.36,3.39,-9.0,-10.975609756097562,top lane,657,G.MASTER
Gnar,48.83,-0.11,48.94,5.22,2.19,-20.0,181.8181818181818,top lane,"1,452",G.MASTER
Riven,52.83,0.55,52.28,3.46,3.74,5.0,9.09090909090909,top lane,"8,844",MASTER
Ahri,52.61,1.52,51.089999999999996,11.51,4.94,16.0,10.526315789473685,middle lane,"29,413",MASTER
Jinx,53.45,2.02,51.43,12.90,3.08,29.0,14.356435643564357,bottom lane,"32,969",MASTER
Thresh,52.82,1.33,51.49,12.62,7.98,21.0,15.789473684210526,support lane,"32,265",MASTER
Rek'Sai,54.77,1.4,53.370000000000005,3.15,2.73,11.0,7.857142857142858,jungle lane,"8,050",MASTER
Twisted Fate,52.94,1.11,51.83,6.06,1.36,10.0,9.009009009009008,middle lane,"15,481",MASTER
Ashe,54.01,1.77,52.239999999999995,13.02,5.12,37.0,20.903954802259886,bottom lane,"33,270",MASTER
Janna,53.3,0.99,52.309999999999995,4.97,1.54,10.0,10.1010101010101,support lane,"12,707",MASTER
Hecarim,52.01,1.35,50.66,4.94,5.74,4.0,2.962962962962963,jungle lane,"12,625",MASTER
Shen,53.21,1.61,51.6,4.70,2.28,9.0,5.590062111801242,top lane,"12,008",MASTER
Graves,51.95,1.39,50.56,14.52,26.94,13.0,9.352517985611511,jungle lane,"37,118",MASTER
Nami,51.74,1.47,50.27,16.46,3.98,8.0,5.442176870748299,support lane,"42,078",MASTER
Akali,51.75,1.62,50.13,6.57,19.74,4.0,2.4691358024691357,middle lane,"16,783",MASTER
Lulu,51.34,1.5,49.84,11.22,10.37,1.0,0.6666666666666666,support lane,"28,670",MASTER
Kindred,53.18,1.59,51.589999999999996,2.94,3.40,6.0,3.773584905660377,jungle lane,"7,511",MASTER
Soraka,53.18,1.81,51.37,6.19,2.80,12.0,6.629834254143646,support lane,"15,830",MASTER
Katarina,53.36,1.66,51.7,6.29,12.41,15.0,9.036144578313253,middle lane,"16,088",MASTER
Bel'Veth,54.64,0.42,54.22,2.21,5.60,8.0,19.047619047619047,jungle lane,"5,642",MASTER
Master Yi,53.4,2.19,51.21,4.98,12.70,12.0,5.47945205479452,jungle lane,"12,727",MASTER
Swain,54.91,1.48,53.43,1.79,1.54,7.0,4.72972972972973,bottom lane,"4,569",MASTER
Qiyana,52.22,0.48,51.74,2.82,4.35,3.0,6.25,middle lane,"7,198",MASTER
Bard,52.09,0.71,51.38,9.36,6.29,8.0,11.267605633802818,support lane,"23,927",MASTER
Zilean,54.37,2.05,52.32,3.05,1.63,10.0,4.878048780487806,support lane,"7,804",MASTER
Talon,51.36,0.89,50.47,5.39,11.94,0.0,0.0,jungle lane,"13,775",MASTER
Draven,51.86,0.97,50.89,4.95,19.92,3.0,3.0927835051546393,bottom lane,"12,664",MASTER
Zoe,53.18,0.89,52.29,4.37,11.68,9.0,10.112359550561798,middle lane,"11,172",MASTER
Xerath,52.24,1.32,50.92,5.39,4.82,5.0,3.7878787878787876,middle lane,"13,780",MASTER
Rell,53.27,0.46,52.81,5.12,1.28,10.0,21.73913043478261,support lane,"13,077",MASTER
Sona,52.89,1.28,51.61,5.20,1.11,8.0,6.25,support lane,"13,304",MASTER
Caitlyn,51.03,1.54,49.49,12.52,20.54,-4.0,-2.5974025974025974,bottom lane,"31,997",MASTER
Lissandra,53.51,1.14,52.37,5.72,2.70,13.0,11.403508771929825,middle lane,"14,612",MASTER
Aatrox,51.11,1.36,49.75,6.90,8.91,-1.0,-0.7352941176470588,top lane,"17,628",MASTER
Ambessa,50.5,1.04,49.46,7.72,27.87,-9.0,-8.653846153846153,jungle lane,"19,728",MASTER
Nunu & Willump,53.29,0.76,52.53,2.34,0.79,5.0,6.578947368421052,jungle lane,"5,986",MASTER
Anivia,52.35,1.92,50.43,4.27,6.60,5.0,2.604166666666667,middle lane,"10,904",MASTER
Nautilus,50.78,0.62,50.160000000000004,10.79,13.90,-7.0,-11.290322580645162,support lane,"27,568",MASTER
Nilah,55.25,2.68,52.57,1.43,2.80,6.0,2.2388059701492535,bottom lane,"3,656",MASTER
Vladimir,52.28,2.11,50.17,3.27,5.34,3.0,1.4218009478672986,middle lane,"8,353",MASTER
Alistar,52.4,1.12,51.28,4.87,2.15,5.0,4.4642857142857135,support lane,"12,451",MASTER
Fiora,52.06,1.11,50.95,4.00,8.25,3.0,2.7027027027027026,top lane,"10,214",MASTER
Kayn,52.21,1.91,50.300000000000004,4.05,2.73,4.0,2.094240837696335,jungle lane,"10,343",MASTER
Samira,53.42,2.24,51.18,4.05,4.78,9.0,4.017857142857142,bottom lane,"10,355",MASTER
Kayle,52.99,0.84,52.15,2.57,3.50,5.0,5.9523809523809526,top lane,"6,575",MASTER
Aurelion Sol,53.42,2.2,51.22,2.85,1.04,6.0,2.727272727272727,middle lane,"7,288",MASTER
Naafiri,50.95,1.17,49.78,6.99,21.67,-3.0,-2.5641025641025643,jungle lane,"17,876",MASTER
Lee Sin,51.34,0.95,50.39,14.68,16.19,1.0,1.0526315789473684,jungle lane,"37,511",MASTER
Darius,51.56,1.96,49.6,5.91,12.03,2.0,1.0204081632653061,top lane,"15,100",MASTER
Seraphine,53.25,1.4,51.85,6.65,1.44,13.0,9.285714285714286,support lane,"16,989",MASTER
Zed,51.46,1.83,49.63,6.76,21.66,1.0,0.5464480874316939,middle lane,"17,274",MASTER
Evelynn,53.39,1.64,51.75,2.14,2.62,5.0,3.048780487804878,jungle lane,"5,471",MASTER
Twitch,52.06,1.99,50.07,4.23,5.42,3.0,1.5075376884422111,bottom lane,"10,820",MASTER
Singed,53.18,1.15,52.03,2.59,1.07,5.0,4.347826086956522,top lane,"6,615",MASTER
Yasuo,50.73,1.27,49.459999999999994,7.19,19.20,-5.0,-3.937007874015748,middle lane,"18,382",MASTER
Ekko,51.39,1.83,49.56,3.97,2.54,0.0,0.0,jungle lane,"10,156",MASTER
Kassadin,51.67,0.4,51.27,3.32,5.19,1.0,2.5,middle lane,"8,479",MASTER
Taric,54.19,0.56,53.629999999999995,1.29,0.21,4.0,7.142857142857142,support lane,"3,309",MASTER
Nidalee,52.03,0.81,51.22,3.80,2.93,3.0,3.7037037037037033,jungle lane,"9,717",MASTER
Kog'Maw,54.22,0.72,53.5,1.76,0.40,5.0,6.944444444444445,bottom lane,"4,502",MASTER
Xin Zhao,51.73,1.21,50.519999999999996,5.74,1.73,3.0,2.479338842975207,jungle lane,"14,663",MASTER
Milio,52.36,2.4,49.96,6.70,4.50,7.0,2.916666666666667,support lane,"17,132",MASTER
Jarvan IV,50.93,1.24,49.69,7.99,2.17,-3.0,-2.4193548387096775,jungle lane,"20,417",MASTER
Pantheon,51.31,1.75,49.56,2.70,1.44,0.0,0.0,support lane,"6,897",MASTER
Quinn,54.89,1.74,53.15,1.00,0.59,4.0,2.2988505747126435,top lane,"2,565",MASTER
Irelia,51.11,1.24,49.87,4.55,14.34,-1.0,-0.8064516129032259,top lane,"11,623",MASTER
Lucian,51.09,0.89,50.2,11.42,3.78,-2.0,-2.247191011235955,bottom lane,"29,190",MASTER
Rakan,51.0,0.52,50.48,4.44,0.44,-1.0,-1.923076923076923,support lane,"11,348",MASTER
Sylas,50.66,1.38,49.279999999999994,7.15,12.52,-5.0,-3.6231884057971016,middle lane,"18,278",MASTER
Karma,50.58,1.01,49.57,14.08,14.33,-12.0,-11.881188118811881,support lane,"35,985",MASTER
Nocturne,52.23,2.0,50.23,6.17,8.02,6.0,3.0,jungle lane,"15,768",MASTER
Annie,53.86,1.02,52.839999999999996,2.89,0.71,7.0,6.862745098039215,middle lane,"7,391",MASTER
Elise,52.33,0.93,51.4,2.87,3.63,3.0,3.225806451612903,jungle lane,"7,348",MASTER
Shaco,52.23,1.61,50.62,3.37,10.66,4.0,2.484472049689441,jungle lane,"8,602",MASTER
Akshan,52.28,1.25,51.03,3.12,4.34,3.0,2.4,middle lane,"7,969",MASTER
Ornn,52.32,1.35,50.97,5.59,0.68,6.0,4.444444444444444,top lane,"14,286",MASTER
Pyke,50.48,1.16,49.32,6.18,35.13,-8.0,-6.8965517241379315,support lane,"15,799",MASTER
Miss Fortune,51.52,1.64,49.88,4.50,0.53,1.0,0.6097560975609756,bottom lane,"11,496",MASTER
Garen,51.9,1.84,50.059999999999995,5.94,4.79,4.0,2.1739130434782608,top lane,"15,181",MASTER
Leona,51.96,1.44,50.52,5.67,4.15,4.0,2.7777777777777777,support lane,"14,495",MASTER
Rengar,51.23,1.41,49.82,4.20,15.10,0.0,0.0,jungle lane,"10,735",MASTER
Blitzcrank,51.65,1.2,50.449999999999996,4.97,9.86,2.0,1.6666666666666667,support lane,"12,712",MASTER
Aphelios,50.48,1.7,48.779999999999994,5.46,2.57,-5.0,-2.9411764705882355,bottom lane,"13,951",MASTER
Brand,51.62,2.65,48.97,1.36,1.03,0.0,0.0,support lane,"3,466",MASTER
Malphite,52.63,1.71,50.92,6.14,17.36,10.0,5.847953216374269,top lane,"15,699",MASTER
Viktor,51.18,1.66,49.52,7.47,4.31,-1.0,-0.6024096385542169,middle lane,"19,093",MASTER
Senna,51.56,0.7,50.86,4.71,1.37,1.0,1.4285714285714286,bottom lane,"12,030",MASTER
Gangplank,52.15,0.97,51.18,3.99,4.05,4.0,4.123711340206186,top lane,"10,191",MASTER
Kha'Zix,50.97,1.12,49.85,5.62,5.78,-2.0,-1.7857142857142856,jungle lane,"14,354",MASTER
Poppy,50.99,1.0,49.99,1.52,4.21,0.0,0.0,support lane,"3,891",MASTER
Diana,51.6,2.24,49.36,3.10,3.64,1.0,0.4464285714285714,jungle lane,"7,919",MASTER
Jhin,50.08,1.34,48.739999999999995,16.04,1.21,-20.0,-14.925373134328357,bottom lane,"40,995",MASTER
Braum,51.81,0.91,50.900000000000006,5.91,10.92,3.0,3.2967032967032965,support lane,"15,112",MASTER
Xayah,53.02,1.22,51.800000000000004,3.78,0.75,7.0,5.737704918032787,bottom lane,"9,650",MASTER
Veigar,52.1,1.54,50.56,2.85,0.73,2.0,1.2987012987012987,middle lane,"7,276",MASTER
Vel'Koz,51.81,2.27,49.54,2.16,0.97,1.0,0.44052863436123346,support lane,"5,520",MASTER
Olaf,53.72,1.39,52.33,2.45,2.45,6.0,4.316546762589929,top lane,"6,270",MASTER
Tahm Kench,51.59,2.02,49.57,1.41,0.68,0.0,0.0,support lane,"3,607",MASTER
Yunara,49.8,0.65,49.15,10.90,3.45,-17.0,-26.153846153846153,bottom lane,"27,853",MASTER
Ziggs,52.55,0.27,52.279999999999994,2.02,0.35,3.0,11.11111111111111,bottom lane,"5,174",MASTER
Sion,51.32,0.86,50.46,5.75,1.12,0.0,0.0,top lane,"14,705",MASTER
Shyvana,51.76,2.96,48.8,2.59,4.86,1.0,0.33783783783783783,jungle lane,"6,631",MASTER
Smolder,51.24,1.79,49.45,7.56,4.18,0.0,0.0,bottom lane,"19,311",MASTER
Hwei,51.65,1.35,50.3,4.98,2.07,2.0,1.4814814814814814,middle lane,"12,723",MASTER
Maokai,51.61,0.66,50.95,1.78,0.19,1.0,1.5151515151515151,support lane,"4,557",MASTER
Sivir,51.53,1.51,50.02,5.10,3.92,1.0,0.6622516556291391,bottom lane,"13,036",MASTER
Vayne,50.99,0.8,50.190000000000005,4.69,11.01,-2.0,-2.5,top lane,"11,983",MASTER
Zac,51.76,0.9,50.86,2.13,1.59,1.0,1.1111111111111112,jungle lane,"5,450",MASTER
Vex,54.87,1.39,53.48,2.46,2.75,9.0,6.474820143884893,middle lane,"6,280",MASTER
Udyr,53.05,1.44,51.61,1.52,1.11,3.0,2.0833333333333335,jungle lane,"3,883",MASTER
LeBlanc,50.65,1.02,49.629999999999995,4.72,18.04,-4.0,-3.9215686274509802,middle lane,"12,057",MASTER
Ezreal,49.03,0.96,48.07,21.46,13.87,-57.0,-59.375,bottom lane,"54,852",MASTER
Zyra,50.43,2.02,48.41,1.63,2.52,-1.0,-0.49504950495049505,support lane,"4,168",MASTER
Morgana,51.17,2.64,48.53,2.46,8.85,0.0,0.0,support lane,"6,297",MASTER
Ivern,52.21,1.07,51.14,1.28,0.63,1.0,0.9345794392523364,jungle lane,"3,264",MASTER
Cho'Gath,52.24,0.65,51.59,2.07,0.41,2.0,3.0769230769230766,top lane,"5,302",MASTER
Corki,49.96,0.74,49.22,4.76,0.95,-6.0,-8.108108108108109,bottom lane,"12,178",MASTER
Warwick,52.18,2.72,49.46,1.15,0.45,1.0,0.3676470588235294,jungle lane,"2,934",MASTER
Fizz,52.18,1.84,50.339999999999996,3.38,2.93,3.0,1.6304347826086956,middle lane,"8,638",MASTER
Gwen,51.56,1.81,49.75,2.49,4.13,1.0,0.5524861878453039,top lane,"6,363",MASTER
Tristana,50.87,0.36,50.51,3.90,1.20,-2.0,-5.555555555555555,bottom lane,"9,971",MASTER
Lillia,51.52,1.88,49.64,3.39,1.84,1.0,0.5319148936170213,jungle lane,"8,655",MASTER
Fiddlesticks,51.89,1.33,50.56,2.08,1.93,1.0,0.7518796992481203,jungle lane,"5,305",MASTER
Tryndamere,53.19,2.01,51.18,2.42,1.58,5.0,2.4875621890547266,top lane,"6,174",MASTER
Kai'Sa,49.83,1.2,48.629999999999995,15.51,2.31,-23.0,-19.166666666666668,bottom lane,"39,633",MASTER
Jax,50.9,0.8,50.1,5.73,14.48,-3.0,-3.75,top lane,"14,636",MASTER
Syndra,50.63,0.99,49.64,4.82,2.86,-3.0,-3.0303030303030303,middle lane,"12,315",MASTER
Neeko,48.65,0.94,47.71,2.61,1.94,-7.0,-7.446808510638299,support lane,"6,676",MASTER
Kennen,51.95,0.79,51.160000000000004,2.39,2.43,2.0,2.531645569620253,top lane,"6,115",MASTER
Malzahar,51.56,2.01,49.550000000000004,4.49,4.89,1.0,0.49751243781094534,middle lane,"11,475",MASTER
Viego,49.8,1.78,48.019999999999996,9.86,8.17,-16.0,-8.98876404494382,jungle lane,"25,203",MASTER
Briar,51.49,1.92,49.57,2.99,5.05,1.0,0.5208333333333334,jungle lane,"7,638",MASTER
Kalista,49.84,-0.13,49.970000000000006,1.71,0.32,-3.0,23.076923076923077,bottom lane,"4,374",MASTER
Karthus,50.53,0.63,49.9,2.00,3.24,-2.0,-3.1746031746031744,jungle lane,"5,122",MASTER
Zeri,50.01,0.54,49.47,2.00,0.16,-3.0,-5.555555555555555,bottom lane,"5,119",MASTER
Aurora,50.27,0.75,49.52,5.23,3.15,-6.0,-8.0,middle lane,"13,371",MASTER
Rammus,52.85,2.82,50.03,1.19,1.95,2.0,0.7092198581560284,jungle lane,"3,033",MASTER
Lux,51.21,2.18,49.03,3.35,1.59,0.0,0.0,middle lane,"8,560",MASTER
Varus,48.78,0.73,48.050000000000004,4.38,3.73,-11.0,-15.068493150684931,bottom lane,"11,186",MASTER
Cassiopeia,51.51,0.71,50.8,1.23,1.48,0.0,0.0,middle lane,"3,145",MASTER
Camille,51.95,1.48,50.470000000000006,3.50,1.05,2.0,1.3513513513513513,top lane,"8,939",MASTER
Dr. Mundo,52.05,2.54,49.51,3.10,3.96,2.0,0.7874015748031495,top lane,"7,932",MASTER
Orianna,50.14,1.14,49.0,5.91,2.10,-7.0,-6.140350877192983,middle lane,"15,102",MASTER
Kled,52.16,1.34,50.81999999999999,1.69,0.66,1.0,0.7462686567164178,top lane,"4,308",MASTER
Yuumi,47.6,1.04,46.56,4.97,9.86,-20.0,-19.23076923076923,support lane,"12,713",MASTER
